CustomerID,Gender,Age,Annual_Income,Spending_Score,Age_Group,Gender_Code,Age_scaled,Income_scaled,Score_scaled,Cluster
31,Male,60,30,4,50-59,1,1.517865486629861,-1.1664577554893631,-1.7935561048727358,4
32,Female,21,30,73,20-29,0,-1.2810354107017978,-1.1664577554893631,0.8851315842229084,2
33,Male,53,33,4,50-59,1,1.0154986589036659,-1.0519494679740462,-1.7935561048727358,4
34,Male,18,33,92,<20,1,-1.49633547972731,-1.0519494679740462,1.622741237741999,2
35,Female,49,33,14,40-49,0,0.728431900202983,-1.0519494679740462,-1.405340497757425,4
36,Female,21,33,81,20-29,0,-1.2810354107017978,-1.0519494679740462,1.195704069915157,2
37,Female,42,34,17,40-49,0,0.22606507247678773,-1.0137800388022737,-1.288875815622832,4
38,Female,30,34,73,20-29,0,-0.6351352036252612,-1.0137800388022737,0.8851315842229084,2
39,Female,36,37,26,30-39,0,-0.20453506557423673,-0.8992717512869568,-0.9394817692190521,4
40,Female,20,37,75,<20,0,-1.3528021003769686,-0.8992717512869568,0.9627747056459706,2
41,Female,65,38,35,60-69,0,1.8766989350057148,-0.8611023221151844,-0.5900877228152724,4
42,Male,24,38,92,20-29,1,-1.0657353416762856,-0.8611023221151844,1.622741237741999,2
43,Male,48,39,36,40-49,1,0.6566652105278122,-0.8229328929434121,-0.5512661621037414,4
44,Female,31,39,61,30-39,0,-0.5633685139500905,-0.8229328929434121,0.4192728556845355,0
45,Female,49,39,28,40-49,0,0.728431900202983,-0.8229328929434121,-0.86183864779599,4
46,Female,24,39,65,20-29,0,-1.0657353416762856,-0.8229328929434121,0.5745590985306598,2
47,Female,50,40,55,40-49,0,0.8001985898781537,-0.7847634637716397,0.18634349141534906,0
48,Female,27,40,47,20-29,0,-0.8504352726507735,-0.7847634637716397,-0.12422899427689955,0
49,Female,29,40,42,20-29,0,-0.706901893300432,-0.7847634637716397,-0.31833679783455493,0
50,Female,31,40,42,30-39,0,-0.5633685139500905,-0.7847634637716397,-0.31833679783455493,0
51,Female,49,42,52,40-49,0,0.728431900202983,-0.7084246054280949,0.06987880928075582,0
52,Male,33,42,60,30-39,1,-0.41983513459974897,-0.7084246054280949,0.38045129497300445,0
53,Female,31,43,54,30-39,0,-0.5633685139500905,-0.6702551762563226,0.14752193070381797,0
54,Male,59,43,60,50-59,1,1.4460987969546903,-0.6702551762563226,0.38045129497300445,0
55,Female,50,43,45,40-49,0,0.8001985898781537,-0.6702551762563226,-0.20187211569996172,0
56,Male,47,43,41,40-49,1,0.5848985208526415,-0.6702551762563226,-0.357158358546086,0
57,Female,51,44,50,50-59,0,0.8719652795533244,-0.6320857470845502,-0.007764312142306325,0
58,Male,69,44,46,60-69,1,2.163765693706398,-0.6320857470845502,-0.16305055498843063,0
59,Female,27,46,51,20-29,0,-0.8504352726507735,-0.5557468887410055,0.03105724856922475,0
60,Male,53,46,46,50-59,1,1.0154986589036659,-0.5557468887410055,-0.16305055498843063,0
61,Male,70,46,56,60-69,1,2.2355323833815683,-0.5557468887410055,0.22516505212688012,0
62,Male,19,46,55,<20,1,-1.4245687900521393,-0.5557468887410055,0.18634349141534906,0
63,Female,67,47,52,60-69,0,2.0202323143560563,-0.5175774595692332,0.06987880928075582,0
64,Female,54,47,59,50-59,0,1.0872653485788366,-0.5175774595692332,0.34162973426147336,0
65,Male,63,48,51,60-69,1,1.7331655556553733,-0.4794080303974609,0.03105724856922475,0
66,Male,18,48,59,<20,1,-1.49633547972731,-0.4794080303974609,0.34162973426147336,0
67,Female,43,48,50,40-49,0,0.2978317621519585,-0.4794080303974609,-0.007764312142306325,0
68,Female,68,48,48,60-69,0,2.091999004031227,-0.4794080303974609,-0.08540743356536848,0
69,Male,19,48,59,<20,1,-1.4245687900521393,-0.4794080303974609,0.34162973426147336,0
70,Female,32,48,47,30-39,0,-0.49160182427491966,-0.4794080303974609,-0.12422899427689955,0
71,Male,70,49,55,60-69,1,2.2355323833815683,-0.44123860122568853,0.18634349141534906,0
72,Female,47,49,42,40-49,0,0.5848985208526415,-0.44123860122568853,-0.31833679783455493,0
73,Female,60,50,49,50-59,0,1.517865486629861,-0.4030691720539161,-0.046585872853837404,0
74,Female,60,50,56,50-59,0,1.517865486629861,-0.4030691720539161,0.22516505212688012,0
75,Male,59,54,47,50-59,1,1.4460987969546903,-0.2503914553668267,-0.12422899427689955,0
76,Male,26,54,54,20-29,1,-0.9222019623259441,-0.2503914553668267,0.14752193070381797,0
77,Female,45,54,53,40-49,0,0.44136514150229994,-0.2503914553668267,0.1087003699922869,0
78,Male,40,54,48,30-39,1,0.08253169312644625,-0.2503914553668267,-0.08540743356536848,0
79,Female,23,54,52,20-29,0,-1.1375020313514563,-0.2503914553668267,0.06987880928075582,0
80,Female,49,54,42,40-49,0,0.728431900202983,-0.2503914553668267,-0.31833679783455493,0
81,Male,57,54,51,50-59,1,1.3025654176043489,-0.2503914553668267,0.03105724856922475,0
82,Male,38,54,55,30-39,1,-0.061001686223895235,-0.2503914553668267,0.18634349141534906,0
83,Male,67,54,41,60-69,1,2.0202323143560563,-0.2503914553668267,-0.357158358546086,0
84,Female,46,54,44,40-49,0,0.5131318311774707,-0.2503914553668267,-0.24069367641149278,0
85,Female,21,54,57,20-29,0,-1.2810354107017978,-0.2503914553668267,0.2639866128384112,0
86,Male,48,54,46,40-49,1,0.6566652105278122,-0.2503914553668267,-0.16305055498843063,0
87,Female,55,57,58,50-59,0,1.1590320382540074,-0.13588316785150967,0.30280817354994227,0
88,Female,22,57,55,20-29,0,-1.209268721026627,-0.13588316785150967,0.18634349141534906,0
89,Female,34,58,60,30-39,0,-0.3480684449245782,-0.09771373867973732,0.38045129497300445,0
90,Female,50,58,46,40-49,0,0.8001985898781537,-0.09771373867973732,-0.16305055498843063,0
91,Female,68,59,55,60-69,0,2.091999004031227,-0.05954430950796496,0.18634349141534906,0
92,Male,18,59,41,<20,1,-1.49633547972731,-0.05954430950796496,-0.357158358546086,0
93,Male,48,60,49,40-49,1,0.6566652105278122,-0.021374880336192604,-0.046585872853837404,0
94,Female,40,60,40,30-39,0,0.08253169312644625,-0.021374880336192604,-0.3959799192576171,0
95,Female,32,60,42,30-39,0,-0.49160182427491966,-0.021374880336192604,-0.31833679783455493,0
96,Male,24,60,52,20-29,1,-1.0657353416762856,-0.021374880336192604,0.06987880928075582,0
97,Female,47,60,47,40-49,0,0.5848985208526415,-0.021374880336192604,-0.12422899427689955,0
98,Female,27,60,50,20-29,0,-0.8504352726507735,-0.021374880336192604,-0.007764312142306325,0
99,Male,48,61,42,40-49,1,0.6566652105278122,0.01679454883557975,-0.31833679783455493,0
100,Male,20,61,49,<20,1,-1.3528021003769686,0.01679454883557975,-0.046585872853837404,0
101,Female,23,62,41,20-29,0,-1.1375020313514563,0.0549639780073521,-0.357158358546086,0
102,Female,49,62,48,40-49,0,0.728431900202983,0.0549639780073521,-0.08540743356536848,0
103,Male,67,62,59,60-69,1,2.0202323143560563,0.0549639780073521,0.34162973426147336,0
104,Male,26,62,55,20-29,1,-0.9222019623259441,0.0549639780073521,0.18634349141534906,0
105,Male,49,62,56,40-49,1,0.728431900202983,0.0549639780073521,0.22516505212688012,0
106,Female,21,62,42,20-29,0,-1.2810354107017978,0.0549639780073521,-0.31833679783455493,0
107,Female,66,63,50,60-69,0,1.9484656246808856,0.09313340717912445,-0.007764312142306325,0
108,Male,54,63,46,50-59,1,1.0872653485788366,0.09313340717912445,-0.16305055498843063,0
109,Male,68,63,43,60-69,1,2.091999004031227,0.09313340717912445,-0.27951523712302384,0
110,Male,66,63,48,60-69,1,1.9484656246808856,0.09313340717912445,-0.08540743356536848,0
111,Male,65,63,52,60-69,1,1.8766989350057148,0.09313340717912445,0.06987880928075582,0
112,Female,19,63,54,<20,0,-1.4245687900521393,0.09313340717912445,0.14752193070381797,0
113,Female,38,64,42,30-39,0,-0.061001686223895235,0.13130283635089682,-0.31833679783455493,0
114,Male,19,64,46,<20,1,-1.4245687900521393,0.13130283635089682,-0.16305055498843063,0
115,Female,18,65,48,<20,0,-1.49633547972731,0.16947226552266917,-0.08540743356536848,0
116,Female,19,65,50,<20,0,-1.4245687900521393,0.16947226552266917,-0.007764312142306325,0
117,Female,63,65,43,60-69,0,1.7331655556553733,0.16947226552266917,-0.27951523712302384,0
118,Female,49,65,59,40-49,0,0.728431900202983,0.16947226552266917,0.34162973426147336,0
119,Female,51,67,43,50-59,0,0.8719652795533244,0.24581112386621387,-0.27951523712302384,0
120,Female,50,67,57,40-49,0,0.8001985898781537,0.24581112386621387,0.2639866128384112,0
121,Male,27,67,56,20-29,1,-0.8504352726507735,0.24581112386621387,0.22516505212688012,0
122,Female,38,67,40,30-39,0,-0.061001686223895235,0.24581112386621387,-0.3959799192576171,0
123,Female,40,69,58,30-39,0,0.08253169312644625,0.3221499822097586,0.30280817354994227,0
124,Male,39,69,91,30-39,1,0.010765003451275509,0.3221499822097586,1.5839196770304678,1
125,Female,23,70,29,20-29,0,-1.1375020313514563,0.36031941138153095,-0.823017087084459,3
126,Female,31,70,77,30-39,0,-0.5633685139500905,0.36031941138153095,1.0404178270690327,1
127,Male,43,71,35,40-49,1,0.2978317621519585,0.3984888405533033,-0.5900877228152724,0
128,Male,40,71,95,30-39,1,0.08253169312644625,0.3984888405533033,1.7392059198765921,1
129,Male,59,71,11,50-59,1,1.4460987969546903,0.3984888405533033,-1.5218051798920182,3
130,Male,38,71,75,30-39,1,-0.061001686223895235,0.3984888405533033,0.9627747056459706,1
131,Male,47,71,9,40-49,1,0.5848985208526415,0.3984888405533033,-1.5994483013150804,3
132,Male,39,71,75,30-39,1,0.010765003451275509,0.3984888405533033,0.9627747056459706,1
133,Female,25,72,34,20-29,0,-0.9939686520011148,0.43665826972507565,-0.6289092835268035,0
134,Female,31,72,71,30-39,0,-0.5633685139500905,0.43665826972507565,0.8074884627998463,1
135,Male,20,73,5,<20,1,-1.3528021003769686,0.474827698896848,-1.7547345441612048,3
136,Female,29,73,88,20-29,0,-0.706901893300432,0.474827698896848,1.4674549948958746,1
137,Female,44,73,7,40-49,0,0.36959845182712925,0.474827698896848,-1.6770914227381426,3
138,Male,32,73,73,30-39,1,-0.49160182427491966,0.474827698896848,0.8851315842229084,1
139,Male,19,74,10,<20,1,-1.4245687900521393,0.5129971280686204,-1.5606267406035494,3
140,Female,35,74,72,30-39,0,-0.2763017552494075,0.5129971280686204,0.8463100235113773,1
141,Female,57,75,5,50-59,0,1.3025654176043489,0.5511665572403928,-1.7547345441612048,3
142,Male,32,75,93,30-39,1,-0.49160182427491966,0.5511665572403928,1.66156279845353,1
143,Female,28,76,40,20-29,0,-0.7786685829756027,0.5893359864121651,-0.3959799192576171,0
144,Female,32,76,87,30-39,0,-0.49160182427491966,0.5893359864121651,1.4286334341843434,1
145,Male,25,77,12,20-29,1,-0.9939686520011148,0.6275054155839375,-1.4829836191804873,3
146,Male,28,77,97,20-29,1,-0.7786685829756027,0.6275054155839375,1.8168490412996543,1
147,Male,48,77,36,40-49,1,0.6566652105278122,0.6275054155839375,-0.5512661621037414,3
148,Female,32,77,74,30-39,0,-0.49160182427491966,0.6275054155839375,0.9239531449344395,1
149,Female,34,78,22,30-39,0,-0.3480684449245782,0.6656748447557098,-1.0947680120651764,3
150,Male,34,78,90,30-39,1,-0.3480684449245782,0.6656748447557098,1.5450981163189368,1
151,Male,43,78,17,40-49,1,0.2978317621519585,0.6656748447557098,-1.288875815622832,3
152,Male,39,78,88,30-39,1,0.010765003451275509,0.6656748447557098,1.4674549948958746,1
153,Female,44,78,20,40-49,0,0.36959845182712925,0.6656748447557098,-1.1724111334882386,3
154,Female,38,78,76,30-39,0,-0.061001686223895235,0.6656748447557098,1.0015962663575015,1
155,Female,47,78,16,40-49,0,0.5848985208526415,0.6656748447557098,-1.327697376334363,3
156,Female,27,78,89,20-29,0,-0.8504352726507735,0.6656748447557098,1.5062765556074056,1
157,Male,37,78,1,30-39,1,-0.13276837589906598,0.6656748447557098,-1.9100207870073291,3
158,Female,30,78,78,20-29,0,-0.6351352036252612,0.6656748447557098,1.0792393877805637,1
159,Male,34,78,1,30-39,1,-0.3480684449245782,0.6656748447557098,-1.9100207870073291,3
160,Female,30,78,73,20-29,0,-0.6351352036252612,0.6656748447557098,0.8851315842229084,1
161,Female,56,79,35,50-59,0,1.230798727929178,0.7038442739274822,-0.5900877228152724,3
162,Female,29,79,83,20-29,0,-0.706901893300432,0.7038442739274822,1.2733471913382193,1
163,Male,19,81,5,<20,1,-1.4245687900521393,0.7801831322710269,-1.7547345441612048,3
164,Female,31,81,93,30-39,0,-0.5633685139500905,0.7801831322710269,1.66156279845353,1
165,Male,50,85,26,40-49,1,0.8001985898781537,0.9328608489581163,-0.9394817692190521,3
166,Female,36,85,75,30-39,0,-0.20453506557423673,0.9328608489581163,0.9627747056459706,1
167,Male,42,86,20,40-49,1,0.22606507247678773,0.9710302781298886,-1.1724111334882386,3
168,Female,33,86,95,30-39,0,-0.41983513459974897,0.9710302781298886,1.7392059198765921,1
169,Female,36,87,27,30-39,0,-0.20453506557423673,1.009199707301661,-0.900660208507521,3
170,Male,32,87,63,30-39,1,-0.49160182427491966,1.009199707301661,0.49691597710759766,1
171,Male,40,87,13,30-39,1,0.08253169312644625,1.009199707301661,-1.444162058468956,3
172,Male,28,87,75,20-29,1,-0.7786685829756027,1.009199707301661,0.9627747056459706,1
173,Male,36,87,10,30-39,1,-0.20453506557423673,1.009199707301661,-1.5606267406035494,3
174,Male,36,87,92,30-39,1,-0.20453506557423673,1.009199707301661,1.622741237741999,1
175,Female,52,88,13,50-59,0,0.9437319692284951,1.0473691364734332,-1.444162058468956,3
176,Female,30,88,86,20-29,0,-0.6351352036252612,1.0473691364734332,1.3898118734728124,1
177,Male,58,88,15,50-59,1,1.3743321072795196,1.0473691364734332,-1.3665189370458939,3
178,Male,27,88,69,20-29,1,-0.8504352726507735,1.0473691364734332,0.7298453413767841,1
179,Male,59,93,14,50-59,1,1.4460987969546903,1.238216282332295,-1.405340497757425,3
180,Male,35,93,90,30-39,1,-0.2763017552494075,1.238216282332295,1.5450981163189368,1
181,Female,37,97,32,30-39,0,-0.13276837589906598,1.3908939990193845,-0.7065524049498657,3
182,Female,32,97,86,30-39,0,-0.49160182427491966,1.3908939990193845,1.3898118734728124,1
183,Male,46,98,15,40-49,1,0.5131318311774707,1.429063428191157,-1.3665189370458939,3
184,Female,29,98,88,20-29,0,-0.706901893300432,1.429063428191157,1.4674549948958746,1
185,Female,41,99,39,40-49,0,0.154298382801617,1.4672328573629292,-0.43480147996914814,3
186,Male,30,99,97,20-29,1,-0.6351352036252612,1.4672328573629292,1.8168490412996543,1
187,Female,54,101,24,50-59,0,1.0872653485788366,1.543571715706474,-1.0171248906421142,3
188,Male,28,101,68,20-29,1,-0.7786685829756027,1.543571715706474,0.691023780665253,1
189,Female,41,103,17,40-49,0,0.154298382801617,1.6199105740500186,-1.288875815622832,3
190,Female,36,103,85,30-39,0,-0.20453506557423673,1.6199105740500186,1.3509903127612812,1
191,Female,34,103,23,30-39,0,-0.3480684449245782,1.6199105740500186,-1.0559464513536454,3
192,Female,32,103,69,30-39,0,-0.49160182427491966,1.6199105740500186,0.7298453413767841,1
193,Male,33,113,8,30-39,1,-0.41983513459974897,2.0016048657677423,-1.6382698620266116,3
194,Female,38,113,91,30-39,0,-0.061001686223895235,2.0016048657677423,1.5839196770304678,1
195,Female,47,120,16,40-49,0,0.5848985208526415,2.2687908699701484,-1.327697376334363,3
196,Female,35,120,79,30-39,0,-0.2763017552494075,2.2687908699701484,1.118060948492095,1
197,Female,45,126,28,40-49,0,0.44136514150229994,2.4978074450007828,-0.86183864779599,3
198,Male,32,126,74,30-39,1,-0.49160182427491966,2.4978074450007828,0.9239531449344395,1
199,Male,32,137,18,30-39,1,-0.49160182427491966,2.9176711658902788,-1.2500542549113007,3
200,Male,30,137,83,20-29,1,-0.6351352036252612,2.9176711658902788,1.2733471913382193,1
